,01,35,31,05,12,27,21,07,39,15,30,13,06,16,22,14,38,32,10,40,11,36,09,04,25,93,42,43,24,19,18,95,37,08,96,97,17,98,02
08,0.1979122757911682,0.13537344336509705,0.28674137592315674,0.2077864110469818,0.23247607052326202,0.21553069353103638,0.13369156420230865,0.1790558397769928,0.23136258125305176,0.23612269759178162,0.17320910096168518,0.11036525666713715,0.19101890921592712,0.20645710825920105,0.1515653282403946,0.21663978695869446,0.22690953314304352,0.15070897340774536,0.14092382788658142,0.22623735666275024,0.27128323912620544,0.23004823923110962,0.22093252837657928,0.19152307510375977,0.13733427226543427,0.17619314789772034,0.18768975138664246,0.23165535926818848,0.22871562838554382,0.19094423949718475,0.17113512754440308,0.13677978515625,0.1521534025669098,0.21883130073547363,0.12859800457954407,0.21267929673194885,0.20460563898086548,0.22217144072055817,0.21436744928359985
37,0.16797374188899994,0.1836099475622177,0.21376875042915344,0.1870144009590149,0.2223624289035797,0.13896529376506805,0.21172702312469482,0.2272382527589798,0.2063303142786026,0.20082229375839233,0.1394241750240326,0.11713244765996933,0.13503877818584442,0.20000779628753662,0.22764310240745544,0.1851818561553955,0.17361778020858765,0.13896705210208893,0.15851284563541412,0.1685781031847,0.1984916478395462,0.15811389684677124,0.1842416226863861,0.21271495521068573,0.19277682900428772,0.16021884977817535,0.1257801055908203,0.19961194694042206,0.2063772976398468,0.13943113386631012,0.16173279285430908,0.11422772705554962,0.41394540667533875,0.20957010984420776,0.21206268668174744,0.16410286724567413,0.13645276427268982,0.16236647963523865,0.24489842355251312
19,0.28547438979148865,0.15065966546535492,0.2078213393688202,0.19033658504486084,0.14794811606407166,0.1690012514591217,0.1611667424440384,0.24948392808437347,0.3261204957962036,0.17409825325012207,0.18584764003753662,0.2160767912864685,0.25539976358413696,0.16669787466526031,0.24141448736190796,0.2920215129852295,0.15606433153152466,0.2540627419948578,0.18295232951641083,0.29509684443473816,0.201678067445755,0.246282696723938,0.21286538243293762,0.2778246998786926,0.1251356303691864,0.21747654676437378,0.1515718698501587,0.24037332832813263,0.17931069433689117,0.4772711992263794,0.18547235429286957,0.11249542236328125,0.1273908019065857,0.14967375993728638,0.15291357040405273,0.15789884328842163,0.22628895938396454,0.17046573758125305,0.23293982446193695
17,0.3129310607910156,0.18230122327804565,0.27436262369155884,0.2716694474220276,0.16803224384784698,0.29482948780059814,0.13871146738529205,0.26473814249038696,0.3934234082698822,0.16036757826805115,0.2471771240234375,0.20594684779644012,0.3520148992538452,0.2578234076499939,0.21805137395858765,0.3383293151855469,0.22228991985321045,0.2871513366699219,0.24709108471870422,0.3811509609222412,0.22070097923278809,0.35584092140197754,0.19525879621505737,0.26579639315605164,0.11957961320877075,0.2790217995643616,0.16932979226112366,0.3842034637928009,0.25592902302742004,0.3318965435028076,0.19428887963294983,0.1610947847366333,0.1245313212275505,0.17349500954151154,0.16920256614685059,0.19678053259849548,0.3927665948867798,0.22885292768478394,0.3218206465244293
24,0.2099069356918335,0.2309556007385254,0.247152179479599,0.3004908561706543,0.17281007766723633,0.19604410231113434,0.19355981051921844,0.30968135595321655,0.2632155418395996,0.2556830644607544,0.1629701852798462,0.2169334888458252,0.1726563721895218,0.20740365982055664,0.27345597743988037,0.23554402589797974,0.2409736067056656,0.15760642290115356,0.154410257935524,0.2892693281173706,0.3110823631286621,0.23148497939109802,0.26693418622016907,0.2148093581199646,0.13164344429969788,0.2137032002210617,0.20429500937461853,0.25240567326545715,0.2782747745513916,0.208130344748497,0.22244268655776978,0.1375122368335724,0.1555715799331665,0.1842118501663208,0.16277091205120087,0.2552683353424072,0.25709980726242065,0.18760371208190918,0.23107416927814484
08,0.2393764853477478,0.18948455154895782,0.3120669722557068,0.25328779220581055,0.22276432812213898,0.29224592447280884,0.20422601699829102,0.22049066424369812,0.3245192766189575,0.18169283866882324,0.21847331523895264,0.1280403882265091,0.242939293384552,0.3194221556186676,0.18263964354991913,0.25787118077278137,0.22664830088615417,0.2142932116985321,0.2328343391418457,0.3104398250579834,0.2688325047492981,0.2726789116859436,0.26109158992767334,0.29929637908935547,0.15450190007686615,0.2308407723903656,0.1896734982728958,0.34370964765548706,0.24137872457504272,0.23398755490779877,0.2076716423034668,0.1585061252117157,0.15308025479316711,0.24862530827522278,0.17291271686553955,0.2760217785835266,0.2785838842391968,0.2860344648361206,0.300812304019928
02,0.35977602005004883,0.23995095491409302,0.298606276512146,0.2914789319038391,0.291640043258667,0.2753312587738037,0.19803577661514282,0.22098511457443237,0.3990362286567688,0.2415512651205063,0.2977929711341858,0.1783233880996704,0.33545684814453125,0.3350965976715088,0.22030460834503174,0.3683822751045227,0.2800107002258301,0.22794443368911743,0.315096378326416,0.34496650099754333,0.2879026234149933,0.3086986541748047,0.2598605751991272,0.31552016735076904,0.18827663362026215,0.43879449367523193,0.18549150228500366,0.42369747161865234,0.28304123878479004,0.2852887511253357,0.22624818980693817,0.21093061566352844,0.2083311676979065,0.2084745168685913,0.2676462233066559,0.19060859084129333,0.2675670385360718,0.2314891219139099,0.7838318347930908
98,0.2756596505641937,0.21797126531600952,0.3005273938179016,0.23792031407356262,0.2537938356399536,0.3869841992855072,0.22069144248962402,0.22054272890090942,0.33866065740585327,0.2252480685710907,0.23945367336273193,0.1936124861240387,0.2522115111351013,0.29598766565322876,0.22671376168727875,0.32170355319976807,0.29729801416397095,0.2613608241081238,0.20675817131996155,0.3902968764305115,0.3133026361465454,0.2531542479991913,0.22666114568710327,0.30823230743408203,0.1805170476436615,0.20818641781806946,0.2285100221633911,0.3002626895904541,0.2686821222305298,0.29995012283325195,0.2101747840642929,0.11445268988609314,0.18081343173980713,0.19490063190460205,0.1684085577726364,0.2482331097126007,0.22118231654167175,0.7221924066543579,0.2838090658187866
18,0.2560168206691742,0.21902671456336975,0.23003080487251282,0.2617960274219513,0.24191442131996155,0.21198096871376038,0.24943187832832336,0.3345540463924408,0.2739208936691284,0.24140852689743042,0.17116707563400269,0.23945969343185425,0.2081902176141739,0.2026118040084839,0.4232080578804016,0.24961453676223755,0.21730178594589233,0.23904454708099365,0.17122334241867065,0.2726251482963562,0.3058682084083557,0.2602912187576294,0.2725111246109009,0.25722265243530273,0.16990576684474945,0.19236598908901215,0.20473763346672058,0.24745303392410278,0.23857612907886505,0.23437261581420898,0.23812881112098694,0.13748446106910706,0.1533556878566742,0.1454980969429016,0.21044501662254333,0.2199193388223648,0.20728912949562073,0.2054298371076584,0.2063068300485611
